저자명,UID,address,nickname,info1,range1,intro,info2,range2,record,range3
링구아메타,20187,linguameta,"링구아메타｜쏠북｜Learn Smart, Achieve More","왜 틀렸는지 모르는 공부는 이제 그만. 문제의 출제 원리까지 파헤치는 AI 기반 학습, Lingua Meta Lab",영어(고등),"스마트하게 배우고, 더 많이 성취하라. Learn Smart, Achieve More","왜 열심히 공부해도 영어 점수가 오르지 않을까요? 
Lingua Meta Lab은 AI와 언어학이 만난 차세대 학습 플랫폼으로, 첨단 자연어 처리 기술을 통해 텍스트를 과학적으로 분석하고 영어 문항 출제 원리를 깊이 있게 파악합니다.
단순 암기가 아닌 체계적인 분석을 바탕으로 한 고품질 학습을 통해 고득점은 물론 진정한 영어 실력 향상까지 동시에 달성할 수 있습니다. 


Lingua Meta Lab 자료만의 차별화된 강점

- 과학적 텍스트 분석 기반의 혁신적 접근
기존 영어 자료들이 '문제 만들기'에 집중했다면, 저희는 '왜 이 문제가 만들어졌는가'부터 시작합니다. 텍스트 분석가, 시험 제작자, corpus linguists로 구성된 전문팀이 텍스트의 언어학적 특성을 먼저 파악하고, 이를 바탕으로 학습자의 진정한 이해력을 테스트하는 문항을 설계합니다.

- 무분별한 문제 풀이는 이제 그만! 완전한 지문 이해 중심 학습법
유형별 무분별한 문제 풀이를 완전히 지양하며, 대신 지문의 논리적 구조와 핵심 아이디어를 단계적으로 파악할 수 있는 체계적 접근법을 제공합니다. 지문에 대한 완전한 이해를 돕는 논리적 전개 과정과 이해도 확인 문항을 통해, 단순히 정답을 찾는 것이 아니라 텍스트의 구조와 의미를 정확히 파악하는 능력을 기릅니다. 이를 통해 문제 유형에 의존하지 않고 어떤 변형 문항이 나와도 대응할 수 있는 진정한 독해력을 완성할 수 있습니다.

- 사용자 편의성 극대화
모의고사 지문별 개별 자료 제공으로 사용자 편의성을 극대화했습니다. 원하는 특정 지문만 선택적으로 학습할 수 있어, 효율적인 시간 관리와 맞춤형 학습이 가능합니다.

- 최신 내신 트렌드 완벽 대응
최신 내신 트렌드에 완벽 대응하여, 지문 변형과 추가 문항 출제에 대비할 수 있는 수준별 자료를 제공합니다. 기본 지문 분석부터 고난도 변형 문항까지 단계별로 구성하여, 어떤 형태로 변형되어도 대응할 수 있는 깊이 있는 이해력을 기를 수 있습니다.

- 차별화된 심층 해설 시스템
단순한 정답 확인을 넘어선풍부하고 의미 있는 해설을 제공합니다. 각 선택지별로 '왜 정답인지', '왜 오답인지'를 근거와 함께 상세히 분석하여,정답과 오답 간의 결정적 차이점을 명확히 이해할 수 있도록 합니다. 이러한 체계적 해설을 통해 학습자는 동일한 실수를 반복하지 않고, 비슷한 유형의 문제에서도 정확한 판단력을 발휘할 수 있게 됩니다. 특히 애매한 선택지들 사이에서 정답을 구별하는 핵심 포인트를 집중적으로 훈련할 수 있어, 실전에서의 정답률 향상에 직접적으로 기여합니다.

""스마트하게 배우고, 확실하게 성취하다""는 저희 슬로건처럼, 과학적 근거와 체계적 방법론을 통해 가장 효율적이면서도 확실한 학습 경험을 제공하는 것이 저희만의 독보적 강점입니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","- 목동 영어 강사 15년 이상,  
Lingua Meta Lab 자료만의 차별화된 강점
""","쎄듀, NE능률, YBM"
이다국어,27206,ida,이다국어｜쏠북｜다시 쓰는 국어의 기본,"대충 읽는 습관을 깨고, 정밀하게 읽고 판단하는 힘을 기릅니다",국어 (고등),다시 쓰는 국어의 기본,"대충 읽고 대충 푸는 학생들에게, 꼼꼼하게 읽고 정밀하게 판단하는 훈련을 도와주는 학습 컨텐츠를 제공합니다.

①상세한 분석: 학습자 입장에서 가려운 부분을 확실하게 긁어주는 상세한 해설
②깔끔한 디자인: 수업하기 편한 구성 및 디자인
③까다로운 선지: 최근 수능 출제 트렌드를 반영한 문항 제작","고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","- 대치동 국어 강사 10년
- 고려대학교 국어교육과 졸업",NE능률
쎄듀 LAB,345,cedulab,"쎄듀 LAB｜쏠북｜실전에 강한 변형 문제, 쎄듀 LAB",쎄듀 LAB은 실제 학습 현장에서 ‘가장 필요로 하는 문제’를 제공합니다.,영어(고등),"실전에 강한 변형 문제, 쎄듀 LAB","쎄듀 LAB은 교사들이 바로 활용할 수 있는 프린트형 콘텐츠를 목표로, 정제된 변형 문제를 제공합니다. 중·고등 내신과 모의고사를 아우르는 출제 경향 분석을 바탕으로, 단순한 문제 나열이 아닌 출제 경향이 높은 실전 문항 구성을 추구합니다.

쎄듀 LAB의 자료는 다음과 같은 상황에 적합합니다.
- 출제 포인트를 정확히 반영한 문제가 필요할 때 
- 시험 대비를 위한 다량의 변형 문제가 필요할 때

기출 시험의 철저한 분석을 바탕으로 반복 학습이 가능한 변형 문제를 체계적으로 구성했습니다.
깔끔한 편집으로 선생님들의 시간을 절약하고 바로 활용할 수 있는 자료가 되어줄 것입니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)",#NAME?,"수능/모의고사, EBS, NE능률"
임글리쉬,41262,Limglish,임글리쉬｜쏠북｜English is 'Limglish' ,"모든 학생이 영어에 자신감을 가질 수 있도록 돕는 것, 그것이 임글리쉬의 목표입니다.",영어 (중고등),English is 'Limglish',임글리쉬 없이는 내신준비가 불안하다라는 생각이 들 수 있도록 여러분의 내신향상을 위해 꼭 필요한 학습도우미가 되겠습니다.,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어","- 현 임글리쉬 대표 
- 영어 원장 8년이상","수능/모의고사, NE능률, YBM"
인하강사,14523,INHA,인하강사｜쏠북｜최상위권 대상 고퀄리티 자료 전문 강사,"제 수업에 직접 활용하는 만큼, 실전에서 활용도가 높은 자료만 제공합니다.",영어(고등),최상위권 대상 고퀄리티 자료 전문 강사,"?? 메이플클래스 고등 전임 강사
?? 김과외 Prestige 강사 (플랫폼&지인: 과외 34명)
?? 수업에 정말 필요한 자료만 만듭니다. 실제 제 수업에 사용하는 자료이기 때문에 수업 활용도에 매우 좋은 자료만 업로드할 예정입니다.","고등 3학년 또는 N수, 고등 2학년, 고등 1학년",#NAME?,"쎄듀, 수능/모의고사, 다락원, EBS, NE능률, YBM"
두루정쌤,82348,durujeong,두루정쌤｜쏠북｜내신과 수능의 마루(최고봉),최신 출제 경향을 반영한 다양한 유형의 문제를 풍부하게 제공합니다.,국어 (고등),내신과 수능의 국어마루,고등학생의 내신과 수능을 책임지는 선생님이 되겠습니다.,"고등 3학년 또는 N수, 고등 2학년, 고등 1학년","- 현 파주 다율동 3년 근무 중
- 서울에서 14년 지도 경력
  서울 강남구 (청담동, 압구정동), 은평구, 강서구","수능/모의고사, EBS, NE능률"
더함,54182,the_h,더함｜쏠북｜생각에 가치를 더하다,"정답은 물론, 오답 이유까지 짚어주는 꼼꼼한 해설, 확실한 이해",국어 (고등),생각에 가치를 더하다,"학생뿐만 아니라 강사 선생님들께서도 편하고 다양하게 활용하실 수 있도록, 문제를 꾸준히 업데이트할 예정입니다.","고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)",,"수능/모의고사, EBS"
위메북,1021,wemakebooks,위메북｜쏠북｜진심과 핵심을 담는 위메북 컨텐츠,방대한 내용 속 가장 중요한 핵심만을 담았습니다.  짧은 시간 안에 최대 학습 효과를 제공합니다.,영어 (중고등),진심과 핵심을 담는 위메북 컨텐츠 ,"위메북: 핵심과 진심을 담아, 영어를 디자인합니다.
안녕하세요, 위메북팀입니다. 위메북은 '교육의 본질은 학생들의 성장에 있다'는 믿음 아래, 전국 유능한 원장님과 강사들이 뜻을 모아 만든 교육 콘텐츠 전문 팀입니다. 수년간의 현장 경험과 노하우를 바탕으로, 학생들에게 꼭 필요한 핵심만을 선별하고 진심을 담아 매력적인 영어 학습 자료를 제작하고 있습니다.

우리가 만드는 콘텐츠는 다릅니다.
1. 압도적인 디자인, 시선을 사로잡는 아름다움
딱딱하고 지루한 영어 교재는 이제 그만. 위메북은 학습 자료도 콘텐츠가 될 수 있음을 증명합니다. 학생들의 시선을 사로잡는 감각적인 디자인과 직관적인 구성은 영어를 '공부'가 아닌 '즐거운 경험'으로 바꾸어 줍니다. 아름다운 디자인은 학생들의 학습에 대한 거부감을 없애고, 자발적인 동기를 부여하여 집중력을 극대화합니다.

2. 현장 전문가들의 '진심'이 담긴 솔루션
이론만 앞세운 콘텐츠가 아닙니다. 위메북의 모든 자료는 실제 교육 현장에서 학생들과 함께 호흡하며 얻은 노하우의 결과물입니다. 학생들이 가장 어려워하는 문법 개념, 헷갈리기 쉬운 어휘를 가장 쉽고 명확하게 이해할 수 있도록 구성했습니다. 이는 단순한 지식 전달을 넘어, 학생들이 스스로 사고하고 응용하는 능력을 기르는 데 최적화된 학습 솔루션입니다.

위메북이 꿈꾸는 미래
위메북은 단순히 좋은 자료를 만드는 것을 넘어, 학생들이 영어를 통해 더 넓은 세상을 만나고, 자신감을 얻는 성장 여정을 함께하고 싶습니다.

저희의 진심과 핵심이 담긴 자료로 학생들이 영어를 즐겁게 배우고, 눈에 띄게 성장하는 경험을 하도록 돕겠습니다.

위메북과 함께라면, 영어 학습이 즐겁고 의미 있는 변화의 시간이 될 것입니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어","- 전) 대치동 비타에듀
- 전) 강동 대성학원 원장
- 클리어 영문법 저자
- 백백영단어 저자
- 컨텐츠 제작경력 25년
- 현) 위메북 대표","NE능률, YBM"
위너키,28593,winnerkey,"위너키｜쏠북｜위너키, 1등급을 여는 열쇠","내신 성적 향상은 물론, 국어 실력 전반의 성장을 돕는 든든한 학습 동반자",국어 (고등),"위너키, 1등급을 여는 열쇠","위너키는 교과서와 지도서를 기반으로 한 체계적인 국어 내신 대비 자료를 제공합니다. 
단순한 문제풀이가 아니라 작품의 맥락과 개념, 표현 기법까지 단계적으로 정리하여 학생들이 스스로 사고하고 서술할 수 있는 힘을 기를 수 있도록 돕습니다.
또한, 모든 학습 내용을 빠짐없이 문제화하여 실제 시험과 가장 가까운 학습 경험을 제공합니다.
위너키 자료는 학생들이 개념 → 분석 → 정리 → 문제풀이로 이어지는 완전한 학습 과정을 경험할 수 있게 하며, 단순 암기에 그치지 않고 깊이 있는 이해와 응용력을 키우는 것을 목표로 합니다.
내신 성적 향상뿐만 아니라 국어 실력 전반의 성장을 이끌어낼 수 있는 든든한 학습 동반자가 되고자 합니다.","고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","??5년차 과외선생님 / 학원강사
성적향상 사례 다수
내신1등급 배출 (자사고 /일반고 / 예고)","NE능률, YBM"
메이플북스,1012,maplebooks,"메이플북스｜쏠북｜고등영어, 1등급의 공식을 제시하다.","메이플북스, 전문가 분석으로 학습 시간을 줄이고 내신 1등급에 필요한 모든 것을 담다.",영어 (중고등),"고등영어, 1등급의 공식을 제시하다.","전문 출판사가 만들면 내신 자료의 기준이 다릅니다.

메이플북스는 다년간의 출판 노하우와 전문가의 체계적인 분석을 바탕으로, 학생들의 시간을 아끼고 1등급에 필요한 모든 핵심을 담아낸 고품질 영어 콘텐츠를 제공하는 고등 영어 전문 브랜드입니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어","- 현) 도서출판 메이플북스 대표
- 현) 네이버 어학 인플런서 (영어) 
- 현) 네이버 프리미엄콘텐츠 대표 저자
- 현) 네이버 엑스퍼트 영어 
- 전) 캐나다 토론토 토플센터 설립 운영","지학사, YBM"
개념원리국어샘,27553,mysun,"개념원리국어｜쏠북｜수능국어 통찰, 10하원칙","수능국어, 장르별 핵심을 놓치지 않고 10하원칙에 따라 문제를 논리적으로 해결하는 방법",국어 (중고등),"수능국어 통찰, 10하원칙","30년을 오직 수험생과 함께 했어요.
한 자라도 더 가르쳐주고 싶은 마음에 지문과 문제의 연결고리에 주목해서 완성된 풀이법이 10하원칙 통찰 시리즈입니다. 
이 글을 읽게 되는 모든 수험생과 샘들이 이것을 익히고 더 현명한 통찰로 이어가 주기를 바라요.","중등 3학년, 고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","- 대치동 국어강사 15년
- 수능국어강사 30년",EBS
송샘,29971,ssambook,"송샘｜쏠북｜한 권으로 끝내는 영어, 원팩(ONE-PEX)",영어·국어 분석맵 시리즈를 통해 교사와 학생 모두에게 깊이 있는 학습 경험을 제공합니다.,영어(고등),"한 권으로 끝내는 영어, 원팩(ONE-PEX)","쌤북(SSAMBOOK)은 “선생님이 만든 교재”라는 의미로,
지난 8년간 분석 기반 학습 자료를 제작·보급해 온 교육 전문 브랜드입니다.

영어·국어 분야에서 분석맵 시리즈를 통해 교사와 학생 모두에게
깊이 있는 학습 경험을 제공하며, 전국 수많은 강사들에게 신뢰를 받아 왔습니다.

현재는 이 성과를 바탕으로, 단권 교재 브랜드 원팩(ONE-PEX)을 런칭하여
더 많은 학생과 강사가 쉽게 접근할 수 있는 합리적이고 실용적인 교재를 제공하고 있습니다.","고등 3학년 또는 N수, 고등 2학년, 고등 1학년","현) 쌤북 대표
전) 두뇌학습기술 반포 원장, 루틴 학원 원장, 두뇌개발소프트랩 대표
영어 강의 경력 25년, 국어 강의 경력 15년
서초, 반포, 대치 등에서 개인교습 10년
공부 방법 전문가
『수특분석맵』, 『따라가보카』, 『ONE-PEX』 저자""","수능/모의고사, EBS"
홍스사이언스,72000,hsedu,홍스사이언스｜쏠북｜교육 특구 전문가들이 모여서 만드는 자료,전국 교육 특구 전역에서 모인 전문 과학팀이 만든 신뢰도 높은 학습 자료,과학(중고등),교육 특구 전문가들이 모여서 만드는 자료,"홍스사이언스는 전국 교육 특구 전 지역에서 모인 전문 과학팀이 함께 만든 학습 자료를 제공합니다.
단일 지역이나 개인이 제공하기 어려운 포괄적이고 신뢰도 높은 자료를 확보하여, 학생과 교사 모두에게 실질적인 학습 지원을 제공합니다.","고등 1학년, 2학년 (내신 과학)
고등 3학년, N수 (수능 과학)
중등 내신 과학",이투스 온라인,YBM
봉쌤영어,39816,bongs,봉쌤영어｜쏠북｜내신대비 전문 저자,지문을 큰 그림에서 핵심까지 효율적으로 이해할 수 있는 학습 자료를 제공합니다.,영어(고등),내신대비 전문 저자,"지문을 큰 그림부터 이해하고, 세부 내용으로 자연스럽게 들어갈 수 있도록 돕는 학습 자료를 제공합니다.
필요한 핵심 내용만 깔끔하게 정리되어 있어, 효율적으로 학습할 수 있는 것이 강점입니다.","고등 3학년 또는 N수, 고등 2학년, 고등 1학년","미국 10년 거주
강사 23년차",수능/모의고사
꾸그 biz (쏠북 b2b),118630,gguge,꾸그 biz｜쏠북｜꾸그 선생님 전용 브랜드 홈,꾸그 선생님 전용 브랜드 홈,전과목(초등),꾸그 선생님 전용 브랜드 홈,수업에 활용할 교재를 선택하여 구매해 주세요,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)",,기타
올백,35054,all100lab,올백｜쏠북｜한 권으로 사고력을 완성하다,"수업 현장에서 성장을 이끄는, 단순 해설이 아닌 ‘효과를 실현하는’ 교재",영어(고등),한 권으로 사고력을 완성하다,"단순한 정답 풀이나 해설을 제공하는 것이 아니라,
수능형 사고력과 실전 문제 대응력을 동시에 키우는 분석 중심 자료를 목표로 제작되었습니다.

지문 구조 파악 → 출제 의도 분석 → 문제 해결 전략 → 실전 변형 적용까지
학생들이 스스로 사고하고, 정확히 이해하며, 문제를 예측하는 훈련을 할 수 있도록
본문분석 / 워크북 / 변형문제+주관식의 3단계로 구성된 자료를 개발하고 있습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)",고등부 N수생 대학생 토플 텝스 영어 전문 강의 7년이상,YBM
JM 잉글리쉬,81892,JMENGLISH,JM잉글리쉬｜쏠북｜내신자료 전문 저자 JM,자사·자공고 내신 대비 경험이 담긴 군더더기 없는 분석과 꼼꼼한 워크북,영어(고등),내신자료 전문 저자 JM,"클래식 음악의 거장들, 예를 들어 모차르트나 베토벤...
이들의 작품은 어느 한 순간 툭하고 만들어진 것이 아닙니다.
수없이 많은 곡을 종이 위에 썼다 지우고 버리고...
상상을 초월하는 노력 끝에 지금 우리가 기억하는 '작품'이 된 것이죠.

우리가 영어를 공부하는 것도 이와 비슷합니다.
1등급은 한순간에 얻을 수 없는 것이죠.
단어를 외우고, 문법을 이해하며, 다양한 유형의 글을 읽는 과정들...
이런 고통의 과정이 등급의 열매로 이어진다 하겠습니다.

여러분들이 가는 그 길에 제가 곁에 있겠습니다.
어떤 꼼수를 알려주는 것이 아니라
제대로 글을 이해하고 문제를 올바로 푸는 능력을 키울 수 있는
꼭 필요한 자료를 만들어 드리겠습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","대치동 및 송파구 영어강사8년이상 
서울시립대학교 영어영문학과 졸업",기타
미래영어연구소,114482,TopEnglish,미래영어연구소｜쏠북｜모의고사 지문분석 전문 저자,세심한 분석과 구조화 훈련으로 완성하는 실전용 ‘1등급 감',영어(고등),모의고사 지문분석 전문 저자,,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","서강대 영문학 졸업
학원 강사 및 과외 15년 경력",YBM
로제에듀,14113,rosedu,"로제에듀｜쏠북｜내신 Level Up, 나만의 내신 시크릿 로제에듀",20년 교육 노하우를 한 권에! 본문 완벽 학습으로 빈틈없는 내신 대비,영어(고등),"내신 Level Up, 나만의 내신 시크릿 로제에듀","로제에듀는 내신으로 고민하는 학생들과 선생님들의 염원을 담아 같은 눈높이에서 함께 고민하면서, 수준있고 완성도 있는 자료를 제공합니다. 
내신 준비에 최적화된 자료와 체계적인 학습 전략과 핵심 포인트를 담아, 든든한 성적향상의 내신 가이드가 되겠습니다.","고등 1학년, 2학년 (내신 영어)","이화여대 정치외교학과 (영문과 부전공) 졸업
영어 전문학원 운영 및 과외 경력 20년 이상",NE능률
종성별곡,27376,js123,종성별곡｜쏠북｜교과서를 삼킨 내신대비 문제,교사용 교과서와 지도서를 꼼꼼히 참고해 학교 선생님 시각으로 만든 내신 대비 문제,국어 (고등),교과서를 삼킨 내신대비 문제,역대 평가원 국어영역 기출선지 해석을 바탕으로 한 고퀄리티 문제,"고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)",전) 동탄국제고 수원외고 전담 강사,"수능/모의고사, EBS, NE능률, YBM"
작은 발걸음,77017,smallstep,"작은 발걸음｜쏠북｜내신자료 전문, 문제를 풀고 세상을 해석하다.",맥락과 연결성을 이해해 단편적 암기를 넘어 장기적 지식 체계 형성을 돕습니다.,사회 (고등),"내신자료 전문, 문제를 풀고 세상을 해석하다.","자료는 단순히 지식을 전달하는 데 그치지 않고, 학생 스스로 사고의 흐름을 정리하고 학습 태도를 변화시키는 과정에 중점을 두고 있습니다.
특히 내신 대비 자료는 목동과 대치동 현장에서 다년간 지도한 경험을 바탕으로 제작되어, 각 학교별 출제 경향을 철저히 분석하고 반영하였습니다.
이를 통해 학생들은 단순한 문제 풀이를 넘어, 문제의 맥락을 파악하고 논리적으로 답을 이끌어내는 능력을 키울 수 있으며, 실제 시험에 흔들리지 않는 실력을 배양하는 자료를 만들고 있습니다.","고등 1학년, 2학년 (내신 사회)
고등 3학년, N수 (수능 사회)","현) 대치메사학원, 현)목동사과나무학원, 현)비상에듀, 현)뉴파인학원, 전)대치이든, 전)부천메가스터디","수능/모의고사, EBS"
이지이너프 영어,4269,easyenough,"이지이너프 영어｜쏠북｜내게 필요한 모든 영어 문제를 손쉽게, Everything's Easy Enough!",전문 감수인을 거친 품질 보증 자료를 빠르고 풍부하게 제공합니다.,영어 (고등),"내가 필요로 하는 모든 영어 문제를 손쉽게, Everything's Easy Enough!","현장 경험이 풍부한 출제, 감수 전문가들이 만드는 문제입니다. 
학원 및 내신을 준비하는 학생과 학부모님들이 필요로 하는 문제만을 고르고 골라서 담았습니다. 

- 충분한 양의 변형문제 수로 기본학생부터 상위권 학생까지 충분한 연습기회를 보장합니다.
- 수능 기본 유형뿐만 아니라 내신에서 출제되는 객관식 유형들을 모두 담았습니다.
- 상위권 학생들이 필요로하지만 찾기 힘든, 유의어, 동의어, 패러프레이징 활용한 지문 변형 문제도 함께 담았습니다.
- 지문별 최대 6개의 빈칸 추론 문제를 담았습니다. 학생들이 가장 까다로워하는 유형까지도 대비할 수 있습니다.
- 조건 영작, 요약문 완성하기 등 최신 출제 경향을 반영한 다양한 유형의 서술형을 지문별로 담았습니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)","한국교원대 영어교육과 졸업, 고등학교 영어 교사, 영어 문항 감수위원","수능/모의고사, EBS, NE능률"
양효석,80076,Andrea,"양효석｜쏠북｜""완전히 새로운 본문 분석""","고난도 문장의 의미와 연결 논리를 스스로 이해하고, 핵심 동의어를 익혀 내신과 수능을 동시에 준비할 수 있습니다",영어 (고등),"""완전히 새로운 본문 분석""","그동안 학원 강사로 일하면서, 때때로 내신 수업을 하던 친구들과 헤어지게 될 때도 있었습니다.
저에게 수업을 받지 않게 된 상황에서도 자신의 시험 범위에 맞는 자료를 저에게 요청하는 경험을 반복하며
""학생들이 내 자료를 좋아하는구나""라는 것을 알게 되었고, 이제 그 자료를 쏠북을 통해 제공할 수 있게 되어 매우 기쁘게 생각합니다.
많은 친구들이 제 자료로 내신 대비를 하면서 영어 실력이 더욱 깊어지는 귀한 결실을 얻고, 내신에서도 원하는 결과를 성취하기를 바랍니다.","고등 1학년, 2학년 (내신 영어)","중앙대 법학과 졸업 / 이은재 어학원 (한영외고, 보인고 내신 담당 ) / 중계 토피아 ( 대원외고, 대진고, 서라벌고 내신 담당 )","NE능률, YBM"
Jackson,2067,Jackson,Jackson｜쏠북｜공명을 이루는 자료,"기본을 확실히 익히고, 스스로 설명할 수 있는 실력을 완성합니다.",영어 (중고등),공명을 이루는 자료,가장 기본적인 것을 제대로 이해하고 넘어갈 때 어려운 문제를 해결 할 수 있습니다,"고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어",영어 교육 13년,"기타, NE능률, YBM"
원장 브라이언,#N/A,steward24,원장 브라이언｜쏠북｜제대로 만든 변형문제와 직전보강,"강의 15년, 내신 대비 노하우를 그대로 압축한 자료",영어 (중고등),제대로 만든 변형문제와 직전보강,"안녕하세요 원장 브라이언입니다.
지난 15년동안 현장에서 영어강의를 해왔습니다.
항상 깔끔하고 잘 정리된 수업자료를 고민하고 만들어오다가 지금 이 자리까지 왔습니다.
시험대비에 정말 도움이 되는 자료를 제작하겠습니다. 
감사합니다.","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)
중등 내신 영어","현) 스카이에듀 대표원장
전) 고등부 영어강사 15년 경력
전) 인하대 영어영문학과 졸업","NE능률, YBM"
써머썬 연구소,15681,summersuninst,써머썬｜쏠북｜시간은 금의 3배 레버리지다,최소한의 시간으로 최대의 학습 효과를 낼 수 있도록 효율적인 고품질 자료를 만듭니다.,"영어, 국어 (고등)",시간은 금의 3배 레버리지다,"시간은 금보다 소중합니다.
저는 최소한의 학습 시간으로 최대의 성과를 낼 수 있도록, ‘양보다 질’에 집중한 자료를 제작합니다.
분석지, Core Words & Phrases, Core Workbook, 그리고 실전 모의고사를 충분히 반복 숙달한다면 최상의 결과를 얻을 수 있을 것입니다.
국어 역시 어휘 학습과 변형 문제, 해설 정독을 통해 지문을 완벽히 이해하고, 시험에서 고득점을 달성할 수 있도록 체계적으로 구성했습니다.1. 해설지의 해석을 그대로 사용하지 않고, 세밀하고 정확하게 영문법과 국어 어순을 두루 고려하여 해석함으로써, 영문과 국문의 비교를 통해 영어의 어순에 자연스럽게 익숙해질 수 있게 하였습니다.

＃ 써머썬 자료의 특별한 점
1. 해설지의 해석을 그대로 사용하지 않고, 세밀하고 정확하게 영문법과 국어 어순을 두루 고려하여 해석함으로써, 영문과 국문의 비교를 통해 영어의 어순에 자연스럽게 익숙해질 수 있게 하였습니다.
2. 모든 해석에서 일관된 원칙을 적용함으로써 직독직해에 익숙해질 수 있도록 하였습니다.
3. 객관식 문제에서도 복수정답을 통한 패러프레이징을 통해 제대로 시험 대비를 할 수 있도록 하였습니다.
4. 단어 뿐만 아니라, 꼭 필요한 동/유/반의어, 콜로케이션, 청크를 자료에 담되, 양만 늘리기 위한 문맥에 맞지도 않은 동/유/반의어는 제외함으로써 효율적으로 공부할 수 있도록 하였습니다.
5. 핵심만 간추린 코어 워크북을 통해 효율적으로 시험 대비를 할 수 있도록 하였습니다.
6. 지문별 출제 가능한 유형을 충분히 고려한 파이널 모의고사를 통해 효율적으로 시험 대비를 할 수 있도록 하였습니다.
7. [국어] 어려운 어휘에 대한 뜻풀이를 반드시 수록함으로써 어휘력이 부족한 학생들이 내용을 제대로 파악할 수 있도록 하였습니다.
8. [국어] 1단계 기본 문제 - 2단계 심화 문제를 유형별로 수록함으로써, 단계별 공부가 가능하도록 하였습니다.
9. [영/국어] 상세한 해설을 통해 충분히 혼공이 가능하도록 하였습니다.
10. [영/국어] 분업화된 팀 작업을 통해 검증함으로써 오류를 최소화 하였습니다.
","고등 1학년, 2학년 (내신 영어)
고등 3학년, N수 (수능 영어)

고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)",영어/국어 강사 15년 경력.,"NE능률, YBM"
든든한 국어,78522,ddkorean,"든든한 국어｜쏠북｜너의 1등급을 위한 든든한 선택, 든든한 국어","모든 문항에 상세한 해설을 담아, 학생들이 스스로 오답을 정리하고 학습할 수 있도록 했습니다.",국어 (고등),"너의 1등급을 위한 든든한 선택, 든든한 국어","서울 목동 강사 출신으로, 16년 동안 수능 국어와 내신 국어를 지도해왔습니다.
국어가 대학 입시에서 든든한 기반이 될 수 있도록, 수능·학평 변형 문제와 학교 내신 대비에 부족함이 없도록
다양한 유형의 문제를 직접 개발·제작하여 제공합니다.","고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","? 서울 목동 출신 강의 경력 16년차, 전문 국어 강사
? 국어국문(학사, 석사) 국어교육(석사) 전공
? 시중 국어교재 천재교육, 이투스, 꿈을담는틀, 자이스토리 검토진
? 22개정 공통국어2 버블티 내신문제집 5종 출판사 집필 및 출간
? 2026학년도 EBS 수능특강 문학 변형문제집 집필 및 출간
? 사설 모의고사 연계비연게 문제 출제 및 출간","수능/모의고사, EBS, NE능률"
설 국어,76405,seoledu,설 국어｜쏠북｜눈처럼 쌓이는 국어 설 국어,눈이 쌓이듯 국어의 기초부터 본문 이해까지 차근차근 쌓아 올립니다.,국어 (고등),눈처럼 쌓이는 국어 설 국어,"학생들이 공부를 하다보면 많이 놓칠 수 있는 교과서를 기본 베이스로 한 꼼꼼한 국어 내신 대비 자료를 제공할 예정입니다.
작품 본문 이해부터 서술형 문제 대비로 가장 접근하기 쉬운 교과서 학습 활동의 내용을 정리하여 학생들이 스스로 사고하고 서술할 수 있는 힘을 기를 수 있도록 돕습니다. 
학생들이 단원의 기본 바탕이 되는 개념 이해, 단원 본문 분석, 본문의 핵심 내용 키워드 정리, 학습 활동 정리로 여러 유형의 문제를 대비할 수 있는 것을 목표로 합니다.","고등 1학년, 2학년 (내신 국어)
고등 3학년, N수 (수능 국어)","현) 전주 국어 전문학원 전임강사 7년차
강사 경력 10년 이상
전주대학교 국어교육과 조기 졸업, ",NE능률
